,WorkerId,WorkTimeInSeconds,Input.pdf_url,Input.Category,Answer.question
221,A38DC3BG1ZCVZ2,115,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--107278325.pdf,Ask a question about the document.,Who is the top person in charge of the 4-H program in Butler County?
222,A320QA9HJFUOZO,1542,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--223059145.pdf,Ask a question about a table in the document.,Which graph in Figure 2 shows the most positive trend?
223,A38DC3BG1ZCVZ2,54,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--165855955.pdf,Ask a question that can’t be answered with just the document.,How many times has this document been cited?
224,A3UUH3632AI3ZX,500,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--16132429.pdf,Ask a question that can’t be answered with just the document.,How long has The Hilltop been publishing newspaper articles?
225,A32CMQGGTSUK6Z,616,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--24502258.pdf,Ask for a summary of parts of the document or the full document.,What is for sale in the classified section and why would that be such a hot commodity then?
226,A38DC3BG1ZCVZ2,190,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--107278325.pdf,Ask a question about a table in the document.,N/A-no tables in the document
227,A3UUH3632AI3ZX,61,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--223059145.pdf,Ask a question about the structure of the document.,What is the biggest take away from the blue Significance section on the first page?
228,A38DC3BG1ZCVZ2,3497,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--16132429.pdf,Ask a question that needs multiple parts of the document to answer.,What are the names of all of the politicians in this document?
229,A2WQT33K6LD9Z5,2191,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--165855955.pdf,Ask a question that needs multiple parts of the document to answer.,How does the author come to his or her conclusion based on the information given in the introduction or section 1?
230,A1GGOZPHYU0OC0,73,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--107278325.pdf,Ask a question about the structure of the document.,Can you be in 4-H if you live in a town and don't have animals?
231,A2R2YZTSME1K3F,306,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--16132429.pdf,Ask about the type of the document.,Is this document a newspaper?
232,A2TBXASXZIRNNW,261,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--24502258.pdf,Ask for specific content to be extracted from the document.,What are all the ice cream flavors mentioned in the document?
233,A1NZFJHVJ9CNTO,2624,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--223059145.pdf,Ask for a summary of parts of the document or the full document.,"How does the Bayesian fusion approach optimize the land and ocean carbon sinks, land use change emissions, and fossil fuel emissions?"
234,A36SM7QM8OK3H6,49,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--165855955.pdf,Ask about the type of the document.,Is this document about physics?
235,A34QZDSTKZ3JO9,89,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--107278325.pdf,Ask for a summary of parts of the document or the full document.,Can you give me a short summary of the section about what 4-H is?
236,A1NF6PELRKACS9,3367,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--16132429.pdf,Ask a question that is not answerable with the document.,How does Herpes plague the Hispanic community?
237,A2TBXASXZIRNNW,504,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--223059145.pdf,Ask for specific content to be extracted from the document.,What is the main difference between pages 2 and 3?
238,A2TBXASXZIRNNW,532,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--165855955.pdf,Ask a question that is not answerable with the document.,What would Isaac Newton thought about this article?
239,A38DC3BG1ZCVZ2,42,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--107278325.pdf,Ask for specific content to be extracted from the document.,Which program does a 5.5 year old enroll in?
240,A2TBXASXZIRNNW,167,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--223059145.pdf,Ask for a rewrite of some text in the document.,"Can you simplify this: ""The conventional approach of calculating the global carbon budget makes the land sink the most uncertain of all budget terms."""
241,A2WQT33K6LD9Z5,1015,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--350292806.pdf,Ask a question about a figure in the document.,What water tests did they run to make sure that all of the schools had clean running water?
242,A2TBXASXZIRNNW,351,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--24502258.pdf,Ask for a rewrite of some text in the document.,"Can you simplify this: ""Neapolitan Ice Cream (Chocolate, Strawberry and Vanilla) 50c a quart, brick only."""
243,A38DC3BG1ZCVZ2,51,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--107278325.pdf,Ask for a rewrite of some text in the document.,"From the heading ""What can I do in 4-H,"" make a list of all of the projects you can enroll in, in a numbered list."
244,A1NF6PELRKACS9,1265,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--195949214.pdf,Ask a question about a figure in the document.,List the names of all the staff members mentioned in the document in alphabetical order.
245,A33EE91AZUG1LW,2174,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--223059145.pdf,Ask a question that can’t be answered with just the document.,How much longer will the planet be without disaster from global warmin with out reducing carbon?
246,A320QA9HJFUOZO,3266,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--350292806.pdf,Ask a question about the document.,Does G.H.S. KOUJALGI have all three types of listed facilities?
247,A2TBXASXZIRNNW,598,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--107278325.pdf,Ask a question that can’t be answered with just the document.,What other guides has Charlene Miller written?
248,A3UUH3632AI3ZX,2220,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--195949214.pdf,Ask a question about the document.,How many of the articles have to do with school?
249,A38DC3BG1ZCVZ2,3465,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--24502258.pdf,Ask a question that can’t be answered with just the document.,When was Harvey & Carey established?
250,A34QZDSTKZ3JO9,115,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--350292806.pdf,Ask a question about a table in the document.,"Can you count the number of rows where the answer to Boys Toilet is ""Yes""?"
251,A34QZDSTKZ3JO9,63,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--223059145.pdf,Ask a question that needs multiple parts of the document to answer.,Do the tables on page three support the claims in the article?
252,A2TBXASXZIRNNW,299,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--107278325.pdf,Ask a question that needs multiple parts of the document to answer.,N/A Only one page
253,A32CMQGGTSUK6Z,1386,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--195949214.pdf,Ask a question about a table in the document.,Name one thing that seems to be of importance here that would seem odd to a modern person?
254,A34QZDSTKZ3JO9,79,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--350292806.pdf,Ask a question about the structure of the document.,Can you tell me the purpose of the table in the document?
255,A26ZENZ5G8AEGM,120,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--195949214.pdf,Ask a question about the structure of the document.,What is the most significant article on the first page of the newspaper?
256,A33EE91AZUG1LW,2673,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--107278325.pdf,Ask about the type of the document.,Does the document have anything to do with medical research?
257,A2R2YZTSME1K3F,1159,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--24502258.pdf,Ask a question that needs multiple parts of the document to answer.,How much would one need to purchase all three farms for sale plus two quarts of Wheat's Special Brick Ice Cream?
258,A34QZDSTKZ3JO9,40,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--223059145.pdf,Ask about the type of the document.,Does this article have anything to do with the environment?
259,A32CMQGGTSUK6Z,361,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--350292806.pdf,Ask for a summary of parts of the document or the full document.,Do any of the schools listed no have drinking water in them?
260,A38DC3BG1ZCVZ2,22,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--107278325.pdf,Ask a question that is not answerable with the document.,"What is the contact information for the 4-H program in San Francisco, California?"
261,A26ZENZ5G8AEGM,168,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--195949214.pdf,Ask for a summary of parts of the document or the full document.,"Can you provide a concise summary of the article ""Camera Fiends Have Recognition Chance""?"
262,A320QA9HJFUOZO,1941,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--223059145.pdf,Ask a question that is not answerable with the document.,How many academic papers has author Ashley P. Ballantyne published?
263,AURYD2FH3FUOQ,1787,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--350292806.pdf,Ask for specific content to be extracted from the document.,What are the different block names in this table?
264,A2TBXASXZIRNNW,445,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--24502258.pdf,Ask about the type of the document.,Is this document about desserts?
265,A38DC3BG1ZCVZ2,50,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--80104807.pdf,Ask a question about a figure in the document.,"In the figure at the end of the first page, who is the first director listed?"
266,A34QZDSTKZ3JO9,79,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--278579413.pdf,Ask a question about a figure in the document.,Can you explain what information the figure on the top of page 3 is representing?
267,A34QZDSTKZ3JO9,52,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--350292806.pdf,Ask for a rewrite of some text in the document.,Can you rewrite the tables so that the school names are in the first column?
268,A34QZDSTKZ3JO9,61,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--24502258.pdf,Ask a question that is not answerable with the document.,What was the lead story on the cover of this edition?
269,A32CMQGGTSUK6Z,458,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--80104807.pdf,Ask a question about the document.,How can rhe organic agriculture reports be used to better human lives?
270,A2TBXASXZIRNNW,331,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--195949214.pdf,Ask for specific content to be extracted from the document.,Who did the band compete against?
271,A1NF6PELRKACS9,1379,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--266882345.pdf,Ask a question about a figure in the document.,Mention all the busy seasons according to the document.
272,A3HALUPLZ4IKYJ,655,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--195949214.pdf,Ask for a rewrite of some text in the document.,WHAT ARE THE STATE HIGHLIGHTS
273,A38DC3BG1ZCVZ2,86,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--278579413.pdf,Ask a question about the document.,What are the networks mentions under number two on the second page?
274,A3UUH3632AI3ZX,734,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--350292806.pdf,Ask a question that can’t be answered with just the document.,What country is the district Belgaum Chikkodi in?
275,A1NF6PELRKACS9,723,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--80104807.pdf,Ask a question about a table in the document.,List all the authors mentioned in the document.
276,A1GGOZPHYU0OC0,683,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--278579413.pdf,Ask a question about a table in the document.,What must be connected to the same network as IQ3 or IQ2 device for communication between Jace and Trend devices to begin?
277,AURYD2FH3FUOQ,1283,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--266882345.pdf,Ask a question about the document.,What's the update on the FY2019 State Fire Assistance Grant?
278,A2TBXASXZIRNNW,301,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--80104807.pdf,Ask a question about the structure of the document.,What is page 2 all about?
279,A2R2YZTSME1K3F,663,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--195949214.pdf,Ask a question that can’t be answered with just the document.,Did Western State win over Buchanan on 11th November 1938?
280,AURYD2FH3FUOQ,2137,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--350292806.pdf,Ask a question that needs multiple parts of the document to answer.,How many schools in the table are in the Gokak block?
281,A2TBXASXZIRNNW,431,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--278579413.pdf,Ask a question about the structure of the document.,What is page 6 all about?
282,A2R2YZTSME1K3F,2769,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--80104807.pdf,Ask for a summary of parts of the document or the full document.,Can you provide a 10-word-or-less summary of the Cover section?
283,A3HALUPLZ4IKYJ,123,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--266882345.pdf,Ask a question about a table in the document.,WHAT'S IS THE COUNCIL MEETING NOTES
284,A2WQT33K6LD9Z5,1695,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--195949214.pdf,Ask a question that needs multiple parts of the document to answer.,Why aren't the athletes receiving as much pep and energy as the author thinks they should be receiving?
285,A38DC3BG1ZCVZ2,24,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--350292806.pdf,Ask about the type of the document.,Is this a reference section for a document?
286,A2TBXASXZIRNNW,338,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--80104807.pdf,Ask for specific content to be extracted from the document.,What are all the reports?
287,A38DC3BG1ZCVZ2,2487,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--195949214.pdf,Ask about the type of the document.,Is this a magazine article?
288,A320QA9HJFUOZO,1441,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--278579413.pdf,Ask for a summary of parts of the document or the full document.,Can you provide a short summary of the point discovery process?
289,A2TBXASXZIRNNW,440,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--350292806.pdf,Ask a question that is not answerable with the document.,Will block Athani have it's name changed next year?
290,A34QZDSTKZ3JO9,48,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--266882345.pdf,Ask a question about the structure of the document.,Can you summarize about what Ed Ievert should be doing?
291,A2R2YZTSME1K3F,2303,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--195949214.pdf,Ask a question that is not answerable with the document.,What injury did Don Rayman receive in the State High-Holland game?
292,A34QZDSTKZ3JO9,99,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--26390575.pdf,Ask a question about a figure in the document.,Can you better explain what figures A though C on page 2 represent?
293,A1NF6PELRKACS9,1536,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--278579413.pdf,Ask for specific content to be extracted from the document.,List all the devices and protocols mentioned in the document.
294,A320QA9HJFUOZO,1515,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--266882345.pdf,Ask for a summary of parts of the document or the full document.,Can you provide an easy to understand summary of the CPAW Grant?
295,A38DC3BG1ZCVZ2,36,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--104300717.pdf,Ask a question about a figure in the document.,What kind of beam-splitters were used?
296,A38DC3BG1ZCVZ2,27,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--278579413.pdf,Ask for a rewrite of some text in the document.,Rewrite the table of contents using an alphabetical scheme.
297,A34QZDSTKZ3JO9,147,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--80104807.pdf,Ask for a rewrite of some text in the document.,"Can you rewrite the acknowledgment that is given to the cover art that says ""The ""'Sea Hag,"" an 1800-pound monster sighted in the Gulf of Georgia, British Columbia. Sightings of sea and lake monsters have been reported from ancient times to the present and have been the subject of some serious research."""
298,A1NF6PELRKACS9,145,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--26390575.pdf,Ask a question about the document.,What are the differences between bar graphs A and B shown in Fig 2 of Page 3?
299,A2WQT33K6LD9Z5,1806,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--278579413.pdf,Ask a question that can’t be answered with just the document.,Summarize the requirements for me given under the requirements header.
300,A38DC3BG1ZCVZ2,156,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--104300717.pdf,Ask a question about the document.,What happens to the wave at beam-splitter b1?
301,A3QJ14Y7N8VQ42,68,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--266882345.pdf,Ask for specific content to be extracted from the document.,briefly summarize the section Round Robin?
302,A1MJVTR0PCKBWW,114,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--26390575.pdf,Ask a question about a table in the document.,Were all bacteria preincubated for 2 hours at 37C?
303,A2WQT33K6LD9Z5,877,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--266882345.pdf,Ask for a rewrite of some text in the document.,Why was Jennifer Nelson appointed as the new Lincoln County Forester?
304,A26ZENZ5G8AEGM,133,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--278579413.pdf,Ask a question that needs multiple parts of the document to answer.,What are the differences between the IQ2 and IQ3 devices?
305,A2WQT33K6LD9Z5,489,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--80104807.pdf,Ask a question that can’t be answered with just the document.,Why does R. Orbach think that there needs to be lateral movement when it comes to basic research?
306,A38DC3BG1ZCVZ2,3549,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--104300717.pdf,Ask a question about a table in the document.,N/A- no tables in the document
307,A32CMQGGTSUK6Z,176,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--278579413.pdf,Ask about the type of the document.,Are you able to disable indivual module discovers?
308,A32CMQGGTSUK6Z,498,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--266882345.pdf,Ask a question that can’t be answered with just the document.,What percentage of CPAW Grant applicants will get the award?
309,A32CMQGGTSUK6Z,412,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--26390575.pdf,Ask a question about the structure of the document.,How did they prove that the YscF needles had broken past the RBC membranes?
310,A34QZDSTKZ3JO9,67,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--104300717.pdf,Ask a question about the structure of the document.,Can you give me an idea of what I should know about the Background information?
311,A33EE91AZUG1LW,3015,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--80104807.pdf,Ask a question that needs multiple parts of the document to answer.,How many reports are there in the American Association for the Advancement of Science on 13 July 1979?
312,A34QZDSTKZ3JO9,39,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--278579413.pdf,Ask a question that is not answerable with the document.,When was this product developed?
313,A320QA9HJFUOZO,3326,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--266882345.pdf,Ask a question that needs multiple parts of the document to answer.,Which speakers or organizations presented information at the meeting?
314,A2TBXASXZIRNNW,569,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--26390575.pdf,Ask for a summary of parts of the document or the full document.,Can you provide a short summary of page 2?
315,A2TBXASXZIRNNW,426,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--104300717.pdf,Ask for a summary of parts of the document or the full document.,Can you give me a short summary about page 3?
316,A2R2YZTSME1K3F,262,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--14484710.pdf,Ask a question about a figure in the document.,What is a simple explanation of Figure 2?
317,A2TBXASXZIRNNW,831,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--266882345.pdf,Ask about the type of the document.,Is this document about a city council meeting?
318,A34QZDSTKZ3JO9,40,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--26390575.pdf,Ask for specific content to be extracted from the document.,Can you get me the names of the universities that were involved in creating this article?
319,A2TBXASXZIRNNW,483,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--80104807.pdf,Ask about the type of the document.,Is this document about plants?
320,A2TBXASXZIRNNW,253,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--104300717.pdf,Ask for specific content to be extracted from the document.,What are all the formulas in the document?
321,A3HALUPLZ4IKYJ,61,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--14484710.pdf,Ask a question about the document.,IS DNA BINDING ACTIVITY IN CCPA
322,A2TBXASXZIRNNW,524,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--266882345.pdf,Ask a question that is not answerable with the document.,Will Lincoln County exist in 1000 years?
323,A2WQT33K6LD9Z5,2102,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--80104807.pdf,Ask a question that is not answerable with the document.,Do they follow up any of their news content in regards to Kennedy leaving as food and drug administrator in any future releases of this newsletter?
324,A32CMQGGTSUK6Z,446,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--104300717.pdf,Ask for a rewrite of some text in the document.,What is the main thing this explanation is trying to show the reader?
325,AURYD2FH3FUOQ,521,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--14484710.pdf,Ask a question about a table in the document.,What is the average repression ratio from table 1?
326,A320QA9HJFUOZO,3090,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298893770.pdf,Ask a question about a figure in the document.,Which topics are addressed in section E.2?
327,A38DC3BG1ZCVZ2,507,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--176506418.pdf,Ask a question about a figure in the document.,"In the first figure on the second page, what is the number on the bottom right most cell?"
328,A34QZDSTKZ3JO9,201,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--26390575.pdf,Ask for a rewrite of some text in the document.,Can you rewrite the title from this:  Polymerization of a single protein of the pathogen Yersinia enterocolitica into needles punctures eukaryotic cells.
329,A2WQT33K6LD9Z5,2279,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--104300717.pdf,Ask a question that can’t be answered with just the document.,Why did the author choose to use squiggly looking arrows for the illustrations?
330,A3UUH3632AI3ZX,663,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--14484710.pdf,Ask a question about the structure of the document.,What have you gathered after reading the results section?
331,A3UUH3632AI3ZX,1011,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298893770.pdf,Ask a question about the document.,What verse has the term Babes in Christ been in?
332,A2R2YZTSME1K3F,1935,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--176506418.pdf,Ask a question about the document.,Which equation should be considered for a theorem?
333,AURYD2FH3FUOQ,2779,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--14484710.pdf,Ask for a summary of parts of the document or the full document.,How was  the native molecular weight of CcpA determined during the purification of CcpA?
334,A2TBXASXZIRNNW,406,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--104300717.pdf,Ask a question that needs multiple parts of the document to answer.,What is the main difference between pages 1 and 3?
335,A34QZDSTKZ3JO9,37,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--26390575.pdf,Ask a question that can’t be answered with just the document.,Is this the only article that the authors have written together?
336,A2R2YZTSME1K3F,1869,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298893770.pdf,Ask a question about a table in the document.,N/A There are no tables in this document.
337,A2R2YZTSME1K3F,1507,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--176506418.pdf,Ask a question about a table in the document.,Could you give the sum of the values in column 1 of the table on page 3?
338,A2R2YZTSME1K3F,507,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--14484710.pdf,Ask for specific content to be extracted from the document.,What years are mentioned in the references?
339,A34QZDSTKZ3JO9,36,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--104300717.pdf,Ask about the type of the document.,Is this article about physics?
340,A2TBXASXZIRNNW,744,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--26390575.pdf,Ask a question that needs multiple parts of the document to answer.,What is the main difference between page 1 and page 3?
341,A34QZDSTKZ3JO9,52,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298893770.pdf,Ask a question about the structure of the document.,Can you tell me about what part I is about?
342,A2R2YZTSME1K3F,453,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--104300717.pdf,Ask a question that is not answerable with the document.,What concept does Figure 5 illustrate?
343,A2TBXASXZIRNNW,848,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--26390575.pdf,Ask about the type of the document.,Is this document about biology?
344,A34QZDSTKZ3JO9,55,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--14484710.pdf,Ask for a rewrite of some text in the document.,"Can you rewrite the part of the article saying, ""Catabolite repression is an important global regulatory system found in both procaryotic and eucaryotic microorganisms (2, 26, 45)."""
345,A2WQT33K6LD9Z5,2985,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--176506418.pdf,Ask a question about the structure of the document.,Summarize all of the different types of math used in this article.
346,A38DC3BG1ZCVZ2,315,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298893770.pdf,Ask for a summary of parts of the document or the full document.,What is the main takeaway from 2 Cor 4:16-18?
347,A2WQT33K6LD9Z5,407,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--26390575.pdf,Ask a question that is not answerable with the document.,Why did the author use the materials and methods that they went with instead of any alternatives?
348,A2TBXASXZIRNNW,699,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--258628371.pdf,Ask a question about a figure in the document.,What is page 2 mainly about?
349,A3UUH3632AI3ZX,1781,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--14484710.pdf,Ask a question that can’t be answered with just the document.,Does Jeong Ho Kim have more research articles about microbiology?
350,A2WQT33K6LD9Z5,702,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--176506418.pdf,Ask for a summary of parts of the document or the full document.,Why does the author state that the value of shirts can't be negative on page 3?
351,A2WQT33K6LD9Z5,1645,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298893770.pdf,Ask for specific content to be extracted from the document.,Why are there only a few lines at the bottom that can be used for note taking?
352,A2R2YZTSME1K3F,1990,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--28888944.pdf,Ask a question about a figure in the document.,N/A There are no figures in this document.
353,A38DC3BG1ZCVZ2,51,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--258628371.pdf,Ask a question about the document.,"Who was at the meeting, in alphabetical order?"
354,A3UUH3632AI3ZX,797,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--14484710.pdf,Ask a question that needs multiple parts of the document to answer.,Does the discussion section go properly with the results section?
355,A38DC3BG1ZCVZ2,126,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298893770.pdf,Ask for a rewrite of some text in the document.,The definition for pneumatikos in easy to understand language.
356,AURYD2FH3FUOQ,1492,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--176506418.pdf,Ask for specific content to be extracted from the document.,What does y represent in the equations on page 3?
357,A1NF6PELRKACS9,2951,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--258628371.pdf,Ask a question about a table in the document.,Convert the amount mentioned in section 473 to dollars.
358,A3UUH3632AI3ZX,2719,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--28888944.pdf,Ask a question about the document.,What days are the Executive Safety & Health Council Meetings scheduled?
359,A38DC3BG1ZCVZ2,83,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--14484710.pdf,Ask about the type of the document.,Does this document have to do with Lactobacillus?
360,AURYD2FH3FUOQ,1682,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298893770.pdf,Ask a question that can’t be answered with just the document.,"What is the takeaway from Peter 2:2 in Part II, section E?"
361,A3UUH3632AI3ZX,1795,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--28888944.pdf,Ask a question about a table in the document.,When are the Executive Safety & Health Council Meetings being held?
362,A2WQT33K6LD9Z5,2936,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--176506418.pdf,Ask for a rewrite of some text in the document.,Can you rewrite the first example equation so that x and y are replaced with different variable letters?
363,A38DC3BG1ZCVZ2,50,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--258628371.pdf,Ask a question about the structure of the document.,What is needed to approve and sign the minutes as according to letter b in 464?
